patch_id,keypoints
15,"105.00,144.00;105.00,125.00"
16,"86.00,149.00;109.00,177.00;96.00,153.00;108.00,156.00;85.00,170.00;98.00,168.00;109.00,171.00"
22,"130.00,150.00;119.00,153.00;121.00,168.00;135.00,172.00"
2,"36.00,88.00"
14,"77.00,91.00;106.00,87.00;105.00,106.00"
20,"138.00,91.00"
26,"180.00,86.00;151.00,81.00;166.00,81.00;168.00,92.00;153.00,93.00"
10,"71.00,176.00"
28,"152.00,177.00"
8,"49.00,82.00;64.00,82.00;63.00,93.00;48.00,93.00"
23,"136.00,187.00;121.00,191.00"
17,"109.00,191.00"
