patch_id,keypoints
15,"103.00,144.00;103.00,126.00"
16,"81.00,148.00;105.00,177.00;92.00,153.00;104.00,157.00;91.00,165.00;106.00,169.00"
22,"130.00,151.00;118.00,153.00;123.00,166.00;144.00,168.00"
2,"33.00,91.00"
14,"78.00,95.00;105.00,91.00;104.00,109.00"
20,"141.00,96.00"
32,"187.00,94.00"
10,"55.00,170.00;73.00,165.00"
28,"164.00,172.00"
8,"47.00,84.00;64.00,85.00;62.00,96.00;46.00,96.00"
26,"157.00,86.00;173.00,86.00;174.00,97.00;158.00,97.00"
23,"143.00,186.00;121.00,192.00"
17,"104.00,192.00"
