patch_id,keypoints
21,"144.00,145.00;142.00,127.00"
22,"113.00,151.00;134.00,174.00;127.00,154.00;140.00,158.00;121.00,166.00;135.00,169.00;147.00,166.00"
28,"161.00,151.00;174.00,171.00;151.00,155.00;161.00,168.00"
8,"55.00,91.00;69.00,83.00;68.00,97.00"
14,"100.00,94.00;85.00,83.00;85.00,97.00"
26,"158.00,95.00;172.00,83.00;173.00,98.00"
32,"202.00,91.00;188.00,83.00;190.00,97.00"
16,"81.00,170.00;102.00,166.00"
20,"137.00,93.00;139.00,110.00"
29,"160.00,188.00"
23,"146.00,194.00;133.00,195.00"
