patch_id,keypoints
21,"112.00,138.00;131.00,147.00"
16,"88.00,149.00;100.00,151.00;83.00,173.00;100.00,170.00"
2,"26.00,89.00"
8,"71.00,90.00;40.00,81.00;57.00,81.00;57.00,92.00;40.00,93.00"
20,"138.00,86.00"
26,"182.00,80.00;152.00,75.00;168.00,74.00;170.00,85.00;154.00,87.00"
10,"66.00,178.00"
28,"153.00,174.00"
22,"112.00,181.00;111.00,153.00;121.00,150.00;111.00,172.00;123.00,169.00;138.00,171.00"
14,"106.00,86.00;108.00,103.00"
15,"110.00,120.00"
23,"140.00,190.00;126.00,196.00;113.00,198.00"
