patch_id,keypoints
21,"130.00,140.00;129.00,123.00"
16,"106.00,149.00;88.00,178.00;102.00,171.00"
22,"146.00,149.00;126.00,178.00;117.00,152.00;128.00,154.00;138.00,152.00;116.00,168.00;127.00,171.00;137.00,169.00"
8,"53.00,94.00;65.00,88.00;65.00,98.00"
14,"91.00,93.00;79.00,87.00;79.00,97.00"
26,"151.00,94.00;164.00,88.00;178.00,89.00;178.00,98.00;164.00,98.00"
32,"189.00,95.00"
28,"159.00,180.00;148.00,173.00"
20,"126.00,91.00;127.00,107.00"
29,"148.00,187.00"
23,"137.00,190.00;125.00,190.00"
