patch_id,keypoints
21,"135.00,139.00;132.00,121.00"
16,"108.00,149.00;81.00,173.00;100.00,169.00"
27,"151.00,145.00"
8,"53.00,90.00;65.00,82.00;64.00,94.00"
14,"91.00,92.00;79.00,82.00;78.00,95.00"
26,"153.00,89.00;165.00,78.00;178.00,77.00;180.00,89.00;167.00,90.00"
32,"189.00,83.00"
28,"170.00,166.00;156.00,164.00;158.00,173.00"
22,"131.00,174.00;121.00,151.00;133.00,153.00;143.00,150.00;117.00,167.00;130.00,168.00;142.00,165.00;145.00,176.00;133.00,178.00"
20,"126.00,88.00;129.00,104.00"
