patch_id,keypoints
9,"60.00,145.00;71.00,113.00;66.00,129.00"
10,"52.00,154.00;45.00,178.00;72.00,184.00;60.00,157.00;68.00,160.00;53.00,176.00;62.00,175.00;71.00,177.00"
16,"93.00,155.00;81.00,157.00;83.00,175.00;102.00,177.00"
2,"29.00,99.00"
8,"63.00,103.00;38.00,94.00;51.00,95.00;50.00,104.00;37.00,103.00"
20,"117.00,102.00;129.00,94.00;143.00,95.00;144.00,104.00;130.00,104.00"
26,"157.00,101.00"
22,"125.00,179.00"
14,"77.00,97.00"
17,"104.00,188.00;85.00,192.00"
11,"72.00,192.00"
