patch_id,keypoints
15,"97.00,147.00;98.00,114.00;97.00,131.00"
16,"79.00,158.00;104.00,184.00;89.00,160.00;100.00,162.00;78.00,177.00;92.00,175.00;104.00,178.00"
22,"124.00,157.00;112.00,159.00;117.00,175.00;134.00,177.00"
2,"30.00,98.00"
8,"72.00,101.00;43.00,92.00;59.00,92.00;58.00,103.00;42.00,103.00"
20,"135.00,101.00"
26,"178.00,98.00;149.00,92.00;165.00,92.00;166.00,102.00;150.00,103.00"
10,"64.00,180.00"
28,"151.00,180.00"
14,"98.00,97.00"
23,"136.00,192.00;118.00,197.00"
17,"105.00,198.00"
