patch_id,keypoints
15,"93.00,143.00;92.00,125.00"
10,"70.00,149.00;58.00,173.00;73.00,176.00"
22,"121.00,148.00;113.00,175.00;133.00,174.00"
2,"22.00,89.00;35.00,83.00;35.00,93.00"
8,"64.00,90.00;50.00,83.00;50.00,92.00"
20,"130.00,89.00;143.00,82.00;145.00,91.00"
26,"172.00,87.00;158.00,82.00;160.00,91.00"
28,"153.00,171.00"
16,"101.00,182.00;82.00,153.00;95.00,156.00;109.00,152.00;88.00,176.00;100.00,178.00"
14,"92.00,90.00;93.00,107.00"
23,"135.00,188.00;116.00,196.00"
17,"102.00,197.00"
