patch_id,keypoints
21,"130.00,137.00;128.00,120.00"
15,"100.00,143.00"
27,"151.00,142.00"
8,"54.00,93.00;66.00,88.00;66.00,95.00"
14,"92.00,93.00;79.00,87.00;78.00,95.00"
26,"151.00,94.00;163.00,88.00;176.00,89.00;176.00,96.00;163.00,95.00"
32,"188.00,94.00"
10,"72.00,166.00"
28,"168.00,165.00;153.00,162.00;153.00,174.00"
22,"127.00,170.00;114.00,148.00;128.00,152.00;140.00,148.00;113.00,163.00;127.00,166.00;139.00,162.00;140.00,178.00;126.00,179.00"
20,"126.00,89.00;127.00,105.00"
16,"94.00,165.00"
