patch_id,keypoints
15,"96.00,136.00;97.00,121.00"
16,"79.00,148.00;101.00,177.00;88.00,150.00;98.00,152.00;109.00,150.00;77.00,168.00;91.00,166.00;101.00,169.00"
22,"121.00,150.00;113.00,167.00;131.00,170.00;132.00,183.00"
2,"32.00,87.00"
14,"74.00,93.00;99.00,90.00;98.00,106.00"
20,"136.00,94.00"
26,"181.00,91.00;151.00,83.00;167.00,83.00;168.00,95.00;152.00,96.00"
10,"64.00,171.00"
28,"151.00,171.00"
8,"46.00,80.00;63.00,81.00;60.00,94.00;44.00,93.00"
23,"113.00,189.00"
17,"101.00,190.00"
