patch_id,keypoints
21,"143.00,133.00;114.00,147.00;142.00,118.00"
28,"156.00,148.00;162.00,181.00;153.00,175.00"
8,"58.00,86.00;73.00,80.00;71.00,94.00"
14,"100.00,92.00;88.00,81.00;87.00,95.00"
26,"163.00,95.00;175.00,85.00;176.00,99.00"
32,"199.00,92.00;190.00,85.00;190.00,99.00"
16,"88.00,178.00;107.00,174.00"
22,"133.00,180.00;126.00,149.00;137.00,152.00;147.00,150.00;126.00,170.00;134.00,173.00;142.00,170.00"
20,"140.00,89.00;140.00,103.00"
29,"152.00,193.00"
23,"141.00,200.00;131.00,201.00"
