patch_id,keypoints
22,"136.00,151.00;120.00,161.00;132.00,164.00;143.00,161.00;117.00,176.00;129.00,179.00;140.00,176.00"
16,"109.00,158.00;77.00,177.00;98.00,177.00"
28,"152.00,158.00;167.00,177.00;153.00,177.00"
8,"57.00,101.00;71.00,97.00;70.00,106.00"
14,"98.00,104.00;85.00,97.00;85.00,106.00"
26,"156.00,105.00;169.00,99.00;182.00,99.00;183.00,107.00;169.00,107.00"
32,"194.00,103.00"
23,"128.00,185.00;141.00,196.00;128.00,198.00"
20,"133.00,102.00"
21,"133.00,118.00;135.00,135.00"
29,"154.00,190.00"
