patch_id,keypoints
21,"126.00,127.00;142.00,143.00;125.00,114.00;113.00,144.00;123.00,146.00;133.00,144.00"
15,"103.00,143.00"
8,"51.00,91.00;64.00,85.00;62.00,96.00"
14,"92.00,93.00;79.00,85.00;78.00,97.00"
26,"150.00,94.00;163.00,86.00;178.00,87.00;178.00,98.00;163.00,98.00"
32,"190.00,93.00"
16,"82.00,173.00;98.00,169.00"
28,"153.00,174.00"
22,"121.00,173.00;113.00,165.00;121.00,168.00;130.00,165.00;142.00,169.00;142.00,184.00"
20,"124.00,87.00;125.00,101.00"
23,"130.00,189.00;121.00,189.00"
