patch_id,keypoints
21,"112.00,141.00;113.00,125.00"
15,"94.00,147.00"
22,"131.00,148.00;112.00,174.00;113.00,154.00;121.00,151.00;113.00,167.00;123.00,165.00;136.00,169.00"
8,"42.00,95.00;55.00,89.00;70.00,89.00;69.00,100.00;54.00,100.00"
14,"84.00,97.00"
20,"143.00,98.00;114.00,94.00;113.00,109.00"
26,"184.00,96.00;156.00,90.00;171.00,90.00;172.00,101.00;157.00,101.00"
10,"73.00,174.00"
28,"150.00,174.00"
16,"103.00,151.00;88.00,168.00;101.00,165.00"
23,"136.00,187.00;123.00,192.00;112.00,193.00"
