patch_id,keypoints
21,"142.00,142.00;111.00,146.00;140.00,126.00"
27,"162.00,146.00"
8,"56.00,95.00;70.00,89.00;69.00,98.00"
14,"99.00,97.00;86.00,89.00;85.00,98.00"
26,"160.00,96.00;174.00,87.00;175.00,97.00"
32,"200.00,92.00;188.00,87.00;189.00,96.00"
10,"73.00,166.00"
28,"178.00,163.00;152.00,150.00;162.00,164.00"
22,"134.00,171.00;125.00,150.00;139.00,155.00;121.00,163.00;134.00,166.00;147.00,163.00"
20,"136.00,94.00;138.00,110.00"
16,"99.00,166.00"
29,"163.00,186.00"
23,"147.00,195.00;134.00,197.00"
