patch_id,keypoints
15,"109.00,139.00;88.00,145.00;109.00,121.00"
21,"135.00,144.00"
8,"51.00,86.00;62.00,84.00;73.00,89.00;62.00,88.00"
14,"84.00,87.00;109.00,86.00;110.00,103.00;74.00,84.00"
20,"140.00,87.00"
26,"175.00,85.00;152.00,83.00;163.00,83.00;164.00,88.00;152.00,88.00"
10,"71.00,167.00"
28,"159.00,167.00"
22,"112.00,175.00;111.00,153.00;123.00,148.00;112.00,170.00;124.00,166.00;140.00,167.00;142.00,181.00"
16,"99.00,149.00;87.00,167.00;101.00,167.00"
23,"125.00,187.00;113.00,188.00"
