patch_id,keypoints
21,"134.00,141.00;132.00,123.00"
15,"108.00,147.00"
27,"151.00,146.00"
8,"57.00,95.00;69.00,88.00;69.00,99.00"
14,"96.00,95.00;83.00,88.00;83.00,98.00"
26,"152.00,95.00;164.00,88.00;178.00,89.00;178.00,99.00;165.00,98.00"
32,"189.00,96.00"
16,"88.00,174.00;103.00,168.00"
28,"166.00,172.00;154.00,167.00;155.00,182.00"
22,"129.00,173.00;119.00,150.00;131.00,153.00;141.00,150.00;117.00,165.00;130.00,168.00;141.00,165.00"
20,"129.00,90.00;130.00,107.00"
23,"142.00,186.00;130.00,187.00"
