patch_id,keypoints
15,"105.00,129.00;87.00,141.00;105.00,114.00;96.00,144.00;106.00,146.00"
21,"127.00,143.00;117.00,145.00"
8,"42.00,90.00;55.00,85.00;68.00,85.00;68.00,95.00;54.00,94.00"
14,"81.00,92.00;107.00,87.00;106.00,101.00"
20,"137.00,93.00"
26,"178.00,91.00;150.00,86.00;164.00,86.00;165.00,95.00;151.00,95.00"
10,"69.00,175.00"
28,"149.00,177.00"
16,"107.00,173.00;82.00,167.00;96.00,163.00;107.00,166.00"
22,"118.00,164.00;133.00,169.00"
23,"134.00,191.00;118.00,195.00"
17,"106.00,195.00"
