patch_id,keypoints
22,"138.00,156.00;113.00,163.00;124.00,167.00;135.00,170.00;145.00,167.00"
28,"155.00,163.00"
8,"55.00,91.00;69.00,81.00;68.00,100.00"
14,"101.00,95.00;87.00,82.00;86.00,100.00"
26,"159.00,96.00;174.00,83.00;175.00,101.00"
32,"203.00,92.00;191.00,82.00;192.00,101.00"
17,"96.00,191.00"
29,"161.00,191.00;151.00,189.00;150.00,193.00"
23,"133.00,195.00;112.00,189.00;125.00,186.00;133.00,189.00;142.00,186.00;141.00,194.00;132.00,195.00"
20,"135.00,93.00"
21,"136.00,114.00;137.00,135.00"
