patch_id,keypoints
15,"94.00,126.00;78.00,140.00;87.00,143.00;97.00,145.00;108.00,143.00"
21,"119.00,140.00"
2,"36.00,83.00"
14,"77.00,84.00;99.00,76.00;97.00,93.00;96.00,109.00"
20,"131.00,82.00;146.00,86.00"
26,"174.00,80.00;162.00,86.00"
10,"64.00,172.00"
22,"144.00,171.00;125.00,167.00;126.00,178.00;111.00,181.00"
16,"99.00,174.00;77.00,168.00;90.00,165.00;99.00,167.00;109.00,164.00;100.00,182.00"
8,"48.00,75.00;64.00,75.00;63.00,88.00;47.00,88.00"
19,"145.00,73.00"
25,"162.00,73.00"
