patch_id,keypoints
15,"110.00,131.00;89.00,145.00;109.00,116.00;100.00,146.00"
21,"131.00,144.00;121.00,146.00"
8,"37.00,93.00;49.00,86.00;64.00,85.00;63.00,96.00;49.00,96.00"
14,"77.00,94.00;109.00,88.00;109.00,103.00"
20,"139.00,93.00"
26,"179.00,91.00;152.00,85.00;167.00,85.00;167.00,95.00;153.00,95.00"
10,"65.00,173.00"
28,"158.00,170.00"
22,"112.00,171.00;111.00,148.00;112.00,163.00;123.00,160.00;141.00,164.00"
16,"82.00,166.00;100.00,161.00"
23,"143.00,187.00;126.00,194.00;113.00,196.00"
