patch_id,keypoints
27,"153.00,131.00;170.00,144.00;152.00,116.00;160.00,147.00"
21,"126.00,145.00;138.00,147.00"
14,"74.00,87.00;87.00,81.00;102.00,81.00;101.00,93.00;86.00,92.00"
20,"114.00,91.00"
26,"169.00,91.00;148.00,86.00;150.00,101.00;180.00,82.00;182.00,93.00"
32,"205.00,88.00;194.00,81.00;195.00,93.00"
16,"99.00,174.00"
28,"183.00,173.00;148.00,178.00;150.00,150.00;148.00,172.00;158.00,169.00;170.00,171.00;170.00,183.00"
22,"120.00,172.00;138.00,169.00"
29,"158.00,188.00;148.00,190.00"
