patch_id,keypoints
21,"119.00,137.00;119.00,121.00"
16,"100.00,149.00;85.00,176.00;99.00,173.00;110.00,170.00"
22,"139.00,150.00;120.00,179.00;111.00,151.00;121.00,152.00;130.00,151.00;120.00,172.00;128.00,170.00;140.00,173.00;142.00,183.00"
8,"48.00,97.00;60.00,91.00;59.00,101.00"
14,"88.00,96.00;74.00,90.00;74.00,100.00"
20,"147.00,96.00;119.00,91.00;119.00,106.00"
32,"188.00,96.00"
28,"155.00,177.00"
26,"161.00,90.00;175.00,91.00;175.00,100.00;161.00,99.00"
23,"130.00,186.00;121.00,186.00"
