patch_id,keypoints
15,"103.00,146.00;106.00,114.00;104.00,130.00"
16,"81.00,151.00;106.00,181.00;92.00,155.00;105.00,158.00;80.00,175.00;94.00,173.00;105.00,175.00"
22,"129.00,151.00;117.00,155.00;117.00,172.00;133.00,174.00"
8,"39.00,99.00;51.00,93.00;66.00,93.00;65.00,103.00;51.00,103.00"
14,"79.00,100.00;107.00,98.00"
20,"139.00,100.00"
26,"180.00,97.00;153.00,92.00;167.00,92.00;168.00,102.00;153.00,102.00"
10,"68.00,178.00"
28,"148.00,176.00"
23,"134.00,188.00;119.00,195.00"
17,"107.00,195.00"
