patch_id,keypoints
21,"125.00,139.00;147.00,145.00;125.00,123.00"
15,"99.00,146.00"
8,"46.00,90.00;60.00,85.00;60.00,94.00"
14,"90.00,93.00;75.00,86.00;75.00,95.00"
26,"151.00,93.00;165.00,86.00;180.00,85.00;181.00,94.00;166.00,94.00"
32,"193.00,90.00"
10,"63.00,160.00"
28,"176.00,159.00;156.00,160.00;157.00,184.00"
22,"121.00,168.00;112.00,149.00;124.00,153.00;136.00,149.00;121.00,163.00;136.00,160.00"
20,"123.00,90.00;124.00,106.00"
16,"86.00,160.00;108.00,161.00"
23,"137.00,194.00;121.00,196.00"
