patch_id,keypoints
21,"128.00,129.00;147.00,141.00;128.00,113.00;116.00,144.00;127.00,147.00;137.00,144.00"
15,"106.00,141.00"
8,"50.00,86.00;65.00,78.00;64.00,91.00"
14,"95.00,88.00;81.00,77.00;80.00,91.00"
26,"152.00,87.00;166.00,77.00;182.00,76.00;183.00,90.00;167.00,90.00"
32,"195.00,84.00"
16,"78.00,167.00;98.00,165.00"
28,"164.00,168.00;148.00,166.00"
22,"124.00,173.00;114.00,164.00;124.00,167.00;134.00,164.00;147.00,180.00;134.00,183.00;124.00,184.00"
20,"127.00,82.00;127.00,97.00"
