patch_id,keypoints
21,"126.00,130.00;145.00,144.00;125.00,114.00;114.00,147.00;135.00,147.00"
15,"103.00,143.00"
8,"45.00,86.00;59.00,78.00;58.00,92.00"
14,"90.00,89.00;75.00,79.00;74.00,92.00"
26,"151.00,90.00;165.00,80.00;181.00,80.00;181.00,93.00;166.00,92.00"
32,"194.00,87.00"
16,"83.00,176.00;99.00,169.00"
28,"162.00,176.00;148.00,168.00"
22,"124.00,176.00;125.00,149.00;114.00,165.00;125.00,168.00;135.00,165.00"
20,"121.00,84.00;124.00,100.00"
29,"149.00,186.00"
23,"135.00,190.00;124.00,191.00"
