patch_id,keypoints
21,"136.00,141.00;135.00,111.00;136.00,126.00"
22,"112.00,150.00;132.00,175.00;123.00,152.00;133.00,155.00;143.00,152.00;121.00,167.00;132.00,169.00;142.00,166.00"
28,"151.00,150.00;167.00,170.00;154.00,168.00;154.00,180.00"
8,"58.00,95.00;72.00,89.00;71.00,99.00"
14,"100.00,97.00;87.00,89.00;86.00,99.00"
26,"158.00,97.00;171.00,88.00;172.00,99.00"
32,"198.00,94.00;185.00,88.00;186.00,98.00"
16,"87.00,172.00;106.00,169.00"
20,"135.00,96.00"
23,"142.00,185.00;132.00,186.00"
