patch_id,keypoints
15,"104.00,137.00;85.00,147.00;106.00,121.00"
22,"128.00,148.00;146.00,181.00;117.00,151.00;117.00,170.00;131.00,174.00"
8,"42.00,92.00;55.00,86.00;70.00,85.00;69.00,95.00;55.00,96.00"
14,"82.00,92.00;108.00,89.00;107.00,105.00"
20,"139.00,93.00"
26,"180.00,92.00;153.00,85.00;168.00,86.00;168.00,95.00;154.00,95.00"
10,"72.00,180.00"
16,"106.00,179.00;95.00,151.00;106.00,153.00;84.00,173.00;97.00,170.00;106.00,172.00"
23,"131.00,187.00;117.00,191.00"
17,"105.00,191.00"
