patch_id,keypoints
21,"111.00,132.00;132.00,140.00;111.00,114.00;111.00,147.00;121.00,144.00"
15,"89.00,139.00;100.00,143.00"
8,"41.00,82.00;55.00,76.00;70.00,75.00;69.00,86.00;54.00,86.00"
14,"82.00,84.00"
20,"142.00,83.00;112.00,81.00;112.00,98.00"
26,"184.00,82.00;156.00,75.00;172.00,75.00;172.00,86.00;157.00,86.00"
10,"68.00,168.00"
28,"154.00,168.00"
16,"110.00,170.00;84.00,162.00;99.00,160.00;110.00,162.00;110.00,183.00"
22,"123.00,160.00;138.00,163.00;139.00,178.00;123.00,182.00"
