patch_id,keypoints
21,"131.00,116.00;117.00,137.00;129.00,139.00;140.00,137.00"
15,"105.00,134.00"
27,"150.00,134.00"
8,"48.00,82.00;62.00,74.00;62.00,87.00"
14,"94.00,83.00;78.00,86.00"
26,"152.00,84.00;166.00,74.00;182.00,75.00;183.00,87.00;167.00,87.00"
32,"196.00,82.00"
16,"88.00,172.00;105.00,162.00"
28,"166.00,172.00;152.00,162.00;153.00,183.00"
22,"129.00,167.00;119.00,156.00;129.00,159.00;138.00,156.00"
20,"126.00,76.00;128.00,89.00;129.00,102.00"
13,"79.00,73.00"
23,"139.00,185.00;130.00,186.00"
