patch_id,keypoints
15,"107.00,125.00;88.00,138.00;108.00,111.00;98.00,141.00;108.00,143.00"
21,"128.00,139.00;118.00,141.00"
8,"38.00,86.00;52.00,77.00;69.00,77.00;68.00,92.00;51.00,92.00"
14,"81.00,88.00;110.00,83.00;109.00,97.00"
20,"141.00,88.00"
32,"185.00,84.00"
16,"77.00,174.00;107.00,169.00;87.00,164.00;99.00,160.00;107.00,162.00"
22,"147.00,178.00;118.00,161.00;133.00,167.00"
26,"156.00,76.00;172.00,76.00;174.00,91.00;157.00,92.00"
23,"132.00,188.00;118.00,191.00"
17,"107.00,191.00"
