patch_id,keypoints
21,"116.00,128.00;136.00,142.00;116.00,113.00;114.00,144.00;126.00,143.00"
15,"94.00,141.00;105.00,143.00"
8,"44.00,88.00;56.00,82.00;71.00,82.00;71.00,93.00;56.00,94.00"
14,"86.00,89.00"
20,"146.00,90.00;116.00,84.00;116.00,98.00"
32,"187.00,89.00"
16,"75.00,174.00;89.00,166.00;104.00,161.00"
28,"154.00,174.00"
22,"114.00,173.00;114.00,164.00;125.00,161.00;140.00,166.00"
26,"160.00,83.00;174.00,83.00;175.00,95.00;160.00,94.00"
23,"140.00,185.00;125.00,189.00;114.00,189.00"
