patch_id,keypoints
22,"129.00,151.00;147.00,156.00;121.00,181.00;113.00,159.00;126.00,163.00;137.00,160.00;111.00,172.00;123.00,176.00;135.00,173.00;147.00,176.00"
16,"102.00,155.00;80.00,179.00;96.00,174.00"
8,"52.00,92.00;65.00,86.00;64.00,98.00"
14,"93.00,96.00;81.00,87.00;79.00,99.00"
26,"152.00,98.00;165.00,89.00;179.00,89.00;180.00,101.00;165.00,101.00"
32,"191.00,95.00"
28,"158.00,180.00"
20,"128.00,96.00"
21,"128.00,114.00;128.00,133.00"
23,"146.00,187.00;134.00,191.00;121.00,191.00"
