patch_id,keypoints
15,"104.00,124.00;86.00,137.00;96.00,140.00;105.00,141.00"
21,"124.00,138.00;114.00,140.00"
2,"34.00,89.00"
14,"76.00,89.00;106.00,83.00;105.00,96.00;104.00,110.00"
20,"139.00,88.00"
26,"182.00,88.00;153.00,80.00;169.00,81.00;170.00,93.00;154.00,93.00"
10,"68.00,174.00"
22,"145.00,174.00;114.00,162.00;130.00,167.00;130.00,184.00"
16,"105.00,171.00;83.00,166.00;97.00,161.00;105.00,163.00"
8,"46.00,81.00;62.00,81.00;62.00,93.00;46.00,94.00"
23,"114.00,188.00"
17,"105.00,188.00"
