patch_id,keypoints
21,"116.00,130.00;138.00,146.00;116.00,116.00"
15,"97.00,146.00"
8,"47.00,95.00;60.00,88.00;59.00,100.00"
14,"89.00,96.00;75.00,87.00;75.00,100.00"
20,"146.00,96.00;116.00,89.00;117.00,103.00"
32,"188.00,94.00"
16,"82.00,177.00;107.00,148.00;97.00,173.00;109.00,168.00"
28,"155.00,179.00"
22,"119.00,178.00;117.00,149.00;128.00,148.00;118.00,170.00;127.00,168.00;140.00,172.00;140.00,184.00"
26,"159.00,87.00;175.00,87.00;176.00,100.00;160.00,100.00"
23,"128.00,186.00;119.00,187.00"
