patch_id,keypoints
21,"111.00,138.00;112.00,121.00"
16,"93.00,151.00;103.00,153.00;90.00,172.00;105.00,169.00"
22,"135.00,152.00;114.00,179.00;113.00,155.00;124.00,153.00;114.00,172.00;126.00,169.00;142.00,173.00"
8,"39.00,88.00;54.00,82.00;70.00,83.00;69.00,96.00;52.00,95.00"
14,"85.00,93.00"
20,"144.00,94.00;112.00,88.00;112.00,105.00"
32,"189.00,90.00"
10,"73.00,176.00"
28,"162.00,176.00"
26,"159.00,84.00;175.00,84.00;176.00,97.00;160.00,97.00"
23,"143.00,187.00;127.00,191.00;114.00,192.00"
