patch_id,keypoints
21,"116.00,135.00;116.00,119.00"
16,"96.00,148.00;74.00,173.00;106.00,150.00;92.00,172.00;108.00,169.00"
22,"138.00,148.00;118.00,179.00;117.00,152.00;127.00,150.00;118.00,172.00;127.00,169.00;143.00,171.00"
8,"40.00,92.00;53.00,85.00;70.00,85.00;68.00,98.00;52.00,98.00"
14,"84.00,95.00"
20,"146.00,96.00;114.00,90.00;114.00,105.00"
32,"190.00,93.00"
28,"161.00,173.00"
26,"160.00,87.00;176.00,86.00;177.00,98.00;160.00,98.00"
23,"144.00,186.00;128.00,190.00;118.00,191.00"
