patch_id,keypoints
15,"86.00,137.00;86.00,119.00"
9,"70.00,147.00"
22,"114.00,148.00;145.00,177.00;125.00,172.00"
2,"26.00,89.00"
8,"63.00,90.00;37.00,86.00;50.00,86.00;50.00,93.00;37.00,93.00"
20,"128.00,90.00;141.00,87.00;142.00,93.00"
26,"169.00,91.00;155.00,88.00;155.00,94.00"
10,"60.00,176.00;72.00,172.00"
16,"95.00,181.00;80.00,151.00;91.00,154.00;103.00,151.00;85.00,169.00;95.00,172.00;107.00,170.00"
14,"88.00,85.00;87.00,102.00"
23,"128.00,191.00"
17,"110.00,196.00;97.00,197.00"
