patch_id,keypoints
15,"108.00,134.00;88.00,144.00;108.00,118.00;97.00,147.00"
21,"130.00,144.00;119.00,146.00"
8,"40.00,88.00;53.00,82.00;69.00,82.00;68.00,94.00;52.00,94.00"
14,"81.00,92.00;109.00,87.00;108.00,103.00"
20,"141.00,91.00"
26,"183.00,90.00;155.00,82.00;170.00,83.00;171.00,94.00;156.00,94.00"
10,"67.00,170.00"
28,"156.00,170.00"
16,"109.00,177.00;108.00,149.00;83.00,167.00;99.00,166.00;109.00,168.00"
22,"121.00,166.00;140.00,167.00"
23,"141.00,185.00;123.00,192.00"
17,"110.00,193.00"
