patch_id,keypoints
15,"98.00,132.00;81.00,144.00;100.00,117.00;91.00,147.00"
21,"123.00,146.00"
8,"37.00,90.00;49.00,83.00;63.00,83.00;63.00,94.00;48.00,94.00"
14,"76.00,91.00;103.00,87.00;102.00,102.00"
20,"137.00,91.00"
26,"178.00,90.00;150.00,83.00;166.00,84.00;166.00,94.00;152.00,94.00"
10,"66.00,178.00"
22,"146.00,180.00;112.00,148.00;112.00,170.00;128.00,175.00"
16,"101.00,180.00;101.00,149.00;79.00,172.00;92.00,169.00;101.00,172.00"
23,"129.00,188.00;112.00,190.00"
17,"101.00,190.00"
