patch_id,keypoints
15,"106.00,140.00;83.00,145.00;106.00,121.00"
21,"133.00,145.00"
8,"38.00,86.00;51.00,78.00;66.00,78.00;65.00,91.00;50.00,91.00"
14,"80.00,89.00;107.00,85.00;107.00,103.00"
20,"138.00,89.00"
26,"181.00,84.00;151.00,77.00;167.00,77.00;169.00,90.00;153.00,90.00"
10,"55.00,164.00"
28,"169.00,162.00"
16,"110.00,170.00;95.00,149.00;108.00,153.00;74.00,162.00;95.00,162.00;109.00,165.00"
22,"121.00,149.00;125.00,162.00;147.00,162.00"
29,"150.00,189.00"
23,"127.00,199.00;111.00,200.00"
