patch_id,keypoints
15,"106.00,139.00;90.00,146.00;108.00,121.00"
21,"128.00,146.00"
8,"42.00,86.00;55.00,80.00;70.00,80.00;70.00,91.00;54.00,91.00"
14,"83.00,88.00;110.00,86.00;109.00,103.00"
20,"142.00,88.00"
26,"181.00,86.00;155.00,80.00;170.00,79.00;172.00,91.00;157.00,91.00"
10,"71.00,172.00"
28,"153.00,172.00"
16,"109.00,174.00;99.00,150.00;109.00,152.00;87.00,169.00;100.00,166.00;109.00,168.00;109.00,182.00"
22,"119.00,149.00;121.00,167.00;136.00,169.00;136.00,179.00;121.00,182.00"
