patch_id,keypoints
15,"103.00,133.00;84.00,143.00;104.00,116.00;94.00,146.00"
21,"127.00,143.00;116.00,146.00"
8,"37.00,87.00;49.00,81.00;64.00,81.00;63.00,93.00;48.00,93.00"
14,"78.00,89.00;105.00,84.00;104.00,100.00"
20,"136.00,88.00"
26,"178.00,85.00;149.00,80.00;165.00,80.00;166.00,92.00;151.00,92.00"
10,"67.00,175.00"
22,"147.00,175.00;114.00,165.00;130.00,169.00"
16,"104.00,176.00;105.00,149.00;80.00,169.00;94.00,164.00;104.00,167.00"
23,"132.00,187.00;116.00,192.00"
17,"105.00,193.00"
