patch_id,keypoints
15,"91.00,125.00;76.00,138.00;93.00,112.00;84.00,140.00;94.00,142.00;105.00,140.00"
21,"116.00,138.00"
8,"37.00,91.00;48.00,84.00;62.00,84.00;60.00,93.00;48.00,93.00"
14,"75.00,91.00;97.00,87.00;95.00,99.00"
20,"130.00,91.00;142.00,83.00;143.00,92.00"
26,"169.00,89.00;156.00,84.00;157.00,93.00"
10,"50.00,170.00;66.00,160.00"
28,"149.00,171.00"
16,"95.00,168.00;83.00,155.00;95.00,157.00;108.00,155.00"
22,"128.00,161.00;128.00,181.00"
17,"108.00,186.00;94.00,186.00"
