patch_id,keypoints
15,"103.00,132.00;84.00,139.00;104.00,116.00;94.00,143.00;105.00,147.00"
21,"130.00,140.00;118.00,143.00"
8,"41.00,89.00;54.00,83.00;67.00,83.00;67.00,91.00;53.00,92.00"
14,"80.00,90.00;107.00,85.00;106.00,101.00"
20,"141.00,91.00"
26,"181.00,90.00;154.00,84.00;168.00,84.00;168.00,92.00;155.00,92.00"
10,"62.00,162.00"
28,"161.00,164.00"
16,"107.00,165.00;78.00,158.00;95.00,158.00;107.00,160.00"
22,"121.00,158.00;140.00,159.00;141.00,184.00"
23,"121.00,192.00"
17,"106.00,193.00"
