patch_id,keypoints
15,"100.00,138.00;82.00,147.00;101.00,121.00"
21,"124.00,147.00"
2,"35.00,91.00"
14,"76.00,94.00;104.00,89.00;103.00,105.00"
20,"134.00,94.00"
26,"177.00,91.00;148.00,85.00;163.00,85.00;164.00,96.00;149.00,96.00"
10,"64.00,172.00"
22,"146.00,173.00;113.00,150.00;114.00,165.00;129.00,168.00;129.00,180.00;114.00,183.00"
16,"103.00,174.00;91.00,150.00;102.00,153.00;79.00,167.00;92.00,165.00;103.00,167.00;102.00,183.00"
8,"48.00,85.00;63.00,85.00;62.00,96.00;47.00,96.00"
