patch_id,keypoints
21,"129.00,127.00;144.00,139.00;117.00,143.00;127.00,145.00;136.00,142.00"
15,"108.00,140.00"
8,"47.00,82.00;60.00,75.00;60.00,87.00"
14,"92.00,84.00;77.00,75.00;76.00,87.00"
26,"152.00,84.00;166.00,74.00;182.00,74.00;183.00,87.00;167.00,87.00"
32,"195.00,81.00"
16,"86.00,172.00;102.00,165.00"
28,"163.00,172.00;149.00,166.00;151.00,182.00"
22,"127.00,172.00;117.00,161.00;127.00,163.00;136.00,161.00"
20,"126.00,79.00;127.00,95.00;128.00,110.00"
23,"137.00,186.00;127.00,186.00"
