patch_id,keypoints
27,"165.00,135.00;177.00,144.00;162.00,120.00"
21,"133.00,145.00"
14,"79.00,96.00;93.00,89.00;108.00,88.00;106.00,99.00;92.00,99.00"
20,"119.00,97.00"
26,"170.00,97.00;155.00,92.00;158.00,106.00;181.00,88.00;182.00,98.00"
32,"204.00,94.00;194.00,88.00;195.00,98.00"
16,"102.00,175.00"
34,"185.00,171.00"
28,"155.00,175.00;159.00,152.00;169.00,149.00;156.00,168.00;165.00,165.00;176.00,168.00;176.00,182.00"
22,"146.00,148.00;125.00,169.00;144.00,166.00"
29,"165.00,186.00;155.00,187.00"
