patch_id,keypoints
15,"99.00,128.00;81.00,139.00;100.00,112.00;91.00,141.00;101.00,144.00"
21,"124.00,139.00;113.00,141.00"
8,"37.00,84.00;49.00,79.00;64.00,79.00;63.00,89.00;49.00,89.00"
14,"77.00,87.00;103.00,83.00;102.00,97.00"
20,"136.00,86.00"
26,"177.00,81.00;149.00,78.00;164.00,77.00;165.00,87.00;151.00,87.00"
10,"60.00,168.00"
28,"153.00,165.00"
16,"103.00,172.00;77.00,166.00;93.00,162.00;103.00,165.00"
22,"114.00,162.00;132.00,164.00;133.00,180.00"
23,"114.00,186.00"
17,"103.00,187.00"
