patch_id,keypoints
21,"118.00,128.00;137.00,141.00;118.00,112.00;118.00,146.00;127.00,144.00"
15,"98.00,140.00;108.00,143.00"
8,"42.00,83.00;57.00,76.00;73.00,76.00;71.00,88.00;56.00,87.00"
14,"87.00,85.00"
26,"149.00,85.00;163.00,76.00;179.00,75.00;180.00,87.00;164.00,87.00"
32,"191.00,82.00"
10,"70.00,168.00"
28,"159.00,170.00"
22,"114.00,168.00;114.00,162.00;126.00,160.00;141.00,164.00;141.00,180.00"
20,"117.00,79.00;118.00,96.00"
16,"88.00,162.00;103.00,159.00"
23,"125.00,185.00;114.00,186.00"
