patch_id,keypoints
15,"95.00,142.00;96.00,125.00"
16,"77.00,153.00;87.00,157.00;97.00,158.00;108.00,157.00;79.00,180.00;90.00,178.00;98.00,180.00;107.00,178.00"
22,"118.00,154.00;139.00,182.00;121.00,180.00"
2,"32.00,93.00"
14,"74.00,95.00;97.00,91.00;97.00,109.00"
20,"128.00,94.00;141.00,83.00;142.00,97.00"
26,"171.00,91.00;158.00,83.00;159.00,97.00"
10,"67.00,182.00"
17,"98.00,186.00;108.00,188.00;99.00,188.00"
8,"45.00,85.00;60.00,85.00;60.00,98.00;44.00,99.00"
23,"123.00,186.00"
