patch_id,keypoints
22,"127.00,155.00;114.00,162.00;126.00,166.00;137.00,162.00;114.00,180.00;125.00,183.00;134.00,180.00;147.00,179.00;147.00,183.00"
16,"103.00,157.00;83.00,173.00;101.00,178.00"
28,"148.00,158.00;162.00,174.00"
8,"57.00,91.00;70.00,88.00;69.00,97.00"
14,"96.00,95.00;84.00,88.00;82.00,98.00"
26,"154.00,97.00;167.00,90.00;181.00,90.00;181.00,100.00;167.00,100.00"
32,"192.00,94.00"
23,"125.00,187.00;134.00,187.00;124.00,187.00"
20,"127.00,97.00"
21,"127.00,116.00;127.00,135.00"
