patch_id,keypoints
15,"108.00,143.00;107.00,114.00;108.00,128.00"
16,"90.00,153.00;110.00,179.00;100.00,155.00;109.00,158.00;87.00,173.00;100.00,170.00;109.00,173.00"
22,"127.00,152.00;118.00,155.00;119.00,169.00;133.00,172.00"
8,"47.00,98.00;58.00,93.00;72.00,93.00;71.00,105.00;57.00,104.00"
14,"83.00,102.00;107.00,99.00"
20,"133.00,102.00;144.00,92.00;145.00,104.00"
26,"169.00,97.00;158.00,92.00;159.00,103.00"
10,"73.00,177.00"
28,"148.00,174.00"
23,"134.00,186.00;121.00,192.00"
17,"110.00,193.00"
