patch_id,keypoints
15,"92.00,128.00;74.00,138.00;94.00,112.00;84.00,142.00;95.00,145.00;107.00,142.00"
21,"119.00,140.00"
2,"25.00,82.00"
8,"73.00,86.00;39.00,74.00;57.00,75.00;56.00,89.00;38.00,89.00"
20,"129.00,86.00;146.00,75.00;147.00,89.00"
26,"178.00,84.00;163.00,76.00;165.00,89.00"
10,"58.00,166.00;72.00,159.00"
28,"151.00,167.00"
16,"97.00,164.00;87.00,156.00;97.00,158.00;110.00,157.00"
14,"96.00,80.00;95.00,96.00"
22,"129.00,160.00;130.00,180.00"
23,"111.00,186.00"
17,"97.00,187.00"
