patch_id,keypoints
15,"108.00,145.00;108.00,127.00"
16,"85.00,150.00;108.00,176.00;97.00,154.00;109.00,157.00;83.00,170.00;97.00,168.00;108.00,171.00"
22,"133.00,149.00;121.00,153.00;121.00,169.00;137.00,171.00;137.00,183.00"
8,"40.00,98.00;52.00,92.00;67.00,91.00;68.00,99.00;53.00,100.00"
14,"81.00,96.00;109.00,93.00;109.00,110.00"
20,"142.00,96.00"
26,"183.00,96.00;156.00,89.00;171.00,91.00;171.00,98.00;156.00,98.00"
10,"69.00,174.00"
28,"154.00,173.00"
23,"121.00,186.00"
17,"108.00,187.00"
