patch_id,keypoints
21,"138.00,146.00;135.00,114.00;137.00,130.00"
22,"111.00,153.00;127.00,183.00;121.00,155.00;133.00,159.00;143.00,156.00;118.00,174.00;127.00,176.00;136.00,174.00;146.00,175.00"
28,"150.00,153.00;158.00,174.00"
8,"60.00,97.00;73.00,101.00"
14,"99.00,100.00;74.00,93.00;89.00,93.00;87.00,102.00"
26,"158.00,101.00;171.00,94.00;172.00,103.00"
32,"195.00,98.00;185.00,94.00;185.00,103.00"
16,"81.00,174.00;101.00,175.00"
20,"134.00,98.00"
23,"146.00,186.00;136.00,192.00;126.00,194.00"
