patch_id,keypoints
15,"110.00,123.00;87.00,133.00;98.00,137.00;110.00,140.00"
21,"134.00,134.00;121.00,137.00"
8,"42.00,87.00;53.00,82.00;65.00,82.00;66.00,86.00;54.00,87.00"
14,"79.00,86.00;110.00,95.00;110.00,109.00"
20,"142.00,86.00;111.00,80.00"
26,"181.00,85.00;155.00,81.00;168.00,81.00;168.00,86.00;155.00,86.00"
10,"62.00,159.00"
28,"161.00,160.00"
16,"109.00,158.00;79.00,152.00;97.00,151.00;110.00,153.00"
22,"123.00,152.00;142.00,153.00;143.00,180.00"
23,"123.00,186.00"
17,"109.00,187.00"
