patch_id,keypoints
21,"114.00,143.00;114.00,126.00"
16,"91.00,149.00;102.00,152.00;88.00,170.00;104.00,169.00"
22,"138.00,149.00;114.00,175.00;114.00,156.00;127.00,153.00;114.00,171.00;125.00,169.00;139.00,170.00"
8,"41.00,95.00;55.00,90.00;70.00,91.00;70.00,100.00;54.00,100.00"
14,"84.00,98.00"
20,"147.00,98.00;117.00,94.00;116.00,110.00"
32,"189.00,97.00"
10,"71.00,170.00"
28,"154.00,170.00"
26,"162.00,90.00;177.00,91.00;176.00,101.00;161.00,100.00"
23,"140.00,186.00;125.00,192.00;114.00,194.00"
