patch_id,keypoints
22,"130.00,150.00;116.00,160.00;129.00,164.00;141.00,161.00;137.00,184.00"
16,"104.00,156.00;85.00,181.00;103.00,184.00"
28,"151.00,156.00;164.00,182.00;150.00,184.00"
8,"52.00,94.00;66.00,90.00;65.00,98.00"
14,"94.00,94.00;80.00,89.00;80.00,97.00"
26,"154.00,93.00;168.00,89.00;182.00,89.00;182.00,97.00;168.00,97.00"
32,"195.00,93.00"
23,"128.00,191.00;117.00,185.00;128.00,187.00;138.00,192.00;128.00,193.00"
20,"127.00,93.00"
21,"128.00,112.00;129.00,130.00"
29,"151.00,189.00"
