patch_id,keypoints
21,"121.00,129.00;145.00,136.00;121.00,111.00;120.00,144.00;133.00,140.00"
15,"93.00,136.00;106.00,140.00"
8,"47.00,81.00;59.00,76.00;73.00,75.00;73.00,84.00;59.00,84.00"
14,"86.00,82.00"
20,"147.00,82.00;119.00,77.00;120.00,94.00"
32,"185.00,82.00"
10,"67.00,157.00"
28,"166.00,158.00;149.00,155.00;150.00,171.00"
22,"119.00,162.00;119.00,158.00;132.00,155.00;133.00,177.00;119.00,179.00"
26,"160.00,76.00;173.00,76.00;174.00,84.00;160.00,84.00"
16,"87.00,155.00;105.00,155.00"
