patch_id,keypoints
21,"146.00,138.00;118.00,146.00;144.00,121.00"
27,"160.00,146.00"
8,"70.00,85.00"
14,"107.00,90.00;84.00,80.00;96.00,81.00;95.00,90.00;82.00,89.00"
26,"163.00,92.00;174.00,85.00;175.00,94.00"
32,"197.00,90.00;186.00,85.00;187.00,93.00"
16,"84.00,167.00;106.00,165.00"
28,"172.00,169.00;151.00,150.00;148.00,163.00;161.00,166.00"
22,"136.00,171.00;129.00,149.00;140.00,152.00;126.00,163.00;137.00,166.00"
20,"142.00,89.00;143.00,105.00"
29,"160.00,185.00"
23,"146.00,192.00;135.00,194.00"
