patch_id,keypoints
21,"114.00,121.00;139.00,134.00;116.00,141.00;127.00,138.00"
15,"94.00,135.00;104.00,138.00"
8,"48.00,78.00;73.00,80.00;59.00,80.00"
14,"87.00,77.00"
20,"142.00,76.00;114.00,87.00;114.00,104.00"
26,"182.00,75.00;169.00,78.00;155.00,78.00"
16,"76.00,170.00;91.00,163.00;105.00,160.00"
28,"161.00,170.00"
22,"118.00,169.00;118.00,162.00;129.00,160.00;144.00,163.00;145.00,175.00;130.00,176.00;118.00,177.00"
19,"113.00,70.00"
7,"59.00,71.00;73.00,70.00"
25,"155.00,68.00;169.00,68.00"
